"Age"	"Gender"	"Education"	"Country"	"Ethnicity"	"Nscore"	"Escore"	"Oscore"	"Ascore"	"Cscore"	"Impulsive"	"SS"	"Alcohol"	"Amphet"	"Amyl"	"Benzos"	"Caff"	"Cannabis"	"Choc"	"Coke"	"Crack"	"Ecstacy"	"Heroin"	"Ketamine"	"Legalh"	"LSD"	"Meth"	"Mushrooms"	"Nicotine"	"Semer"	"VSA"
"11"	"45_54"	"Male"	"SomeCollege"	"Other"	"White"	-1.32828	0.00332	0.14143	-1.92595	-0.52745	0.52975	1.2247	"C1"	"C1"	"C0"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C1"	"C0"	"C0"
"12"	"55_64"	"Female"	"Bachelors"	"UK"	"White"	2.28554	0.16767	0.44585	-1.6209	-0.78155	1.29221	0.07987	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"
"13"	"55_64"	"Female"	"ProfessionalCert"	"Canada"	"White"	-0.79151	0.80523	-0.01928	0.94156	3.46436	-0.71126	-0.84637	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"14"	"55_64"	"Female"	"ProfessionalCert"	"UK"	"White"	-0.92104	1.45421	0.44585	-0.60633	1.63088	1.29221	0.7654	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"15"	"55_64"	"Male"	"Bachelors"	"UK"	"White"	-2.05048	-1.50796	-1.55521	-1.07533	1.13407	-0.71126	-0.52593	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"
"16"	"35_44"	"Female"	"SomeCollege"	"UK"	"White"	-1.55078	-0.80615	-1.68062	0.28783	0.7583	-0.21712	-2.07848	"C1"	"C0"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"17"	"45_54"	"Male"	"At16"	"UK"	"White"	0.52135	-1.23177	-0.31776	-0.45321	-1.38502	-1.37983	-0.84637	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C1"	"C0"	"C1"	"C0"	"C1"	"C1"	"C0"	"C0"
"18"	"55_64"	"Male"	"Bachelors"	"Australia"	"White"	1.37297	-0.15487	-0.17779	-1.92595	-1.5184	-0.71126	-0.21575	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C0"	"C1"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"
"19"	"35_44"	"Male"	"ProfessionalCert"	"UK"	"White"	-0.34799	-1.7625	-2.39883	-1.92595	0.7583	-1.37983	-2.07848	"C1"	"C1"	"C0"	"C0"	"C1"	"C1"	"C1"	"C0"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"
"20"	"45_54"	"Male"	"ProfessionalCert"	"UK"	"White"	-0.79151	0.80523	0.7233	1.61108	-1.13788	0.19268	-0.21575	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C1"	"C0"	"C0"
"21"	"65_"	"Male"	"Under16"	"UK"	"White"	-1.1943	0.47617	-1.11902	-0.60633	1.81175	-0.21712	-1.18084	"C1"	"C0"	"C0"	"C0"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C1"	"C0"	"C0"
"22"	"45_54"	"Male"	"Bachelors"	"UK"	"White"	0.41667	-0.94779	-0.84732	1.11406	-0.89891	-0.71126	0.07987	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"
"23"	"45_54"	"Male"	"At16"	"UK"	"White"	1.60383	-3.27393	-1.27553	0.28783	-1.0145	-1.37983	-1.54858	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C1"	"C0"	"C0"	"C1"	"C0"	"C0"	"C1"	"C0"	"C1"
"24"	"55_64"	"Male"	"Bachelors"	"UK"	"White"	-0.14882	0.63779	1.24033	0.76096	1.46191	-0.21712	-0.52593	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C1"	"C0"	"C0"
"25"	"45_54"	"Male"	"SomeCollege"	"UK"	"White"	-0.79151	-0.43999	-1.27553	0.94156	-0.00665	-0.21712	0.40148	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C0"	"C1"	"C1"	"C0"	"C1"	"C1"	"C0"	"C0"
"26"	"55_64"	"Female"	"At18"	"Canada"	"White"	-0.05188	-1.6334	-3.27393	-0.76096	0.58489	0.19268	-1.54858	"C1"	"C0"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"27"	"35_44"	"Male"	"Bachelors"	"UK"	"White"	0.52135	-1.23177	-0.01928	-0.01729	-2.18109	1.86203	0.40148	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C1"	"C1"	"C0"	"C1"	"C1"	"C0"	"C0"
"28"	"35_44"	"Female"	"Masters"	"UK"	"White"	0.04257	-1.50796	-0.71727	0.28783	1.30612	0.19268	-0.52593	"C1"	"C0"	"C0"	"C0"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"
"29"	"45_54"	"Male"	"Doctorate"	"UK"	"White"	-1.32828	1.74091	0.88309	0.94156	1.81175	-0.21712	-0.52593	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"
"30"	"45_54"	"Male"	"At16"	"UK"	"White"	0.31287	-0.80615	-1.27553	-1.47955	-0.65253	-1.37983	0.07987	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"
"31"	"35_44"	"Female"	"At16"	"Other"	"White"	-1.1943	-0.80615	0.14143	-0.60633	-0.00665	-1.37983	-0.84637	"C1"	"C0"	"C0"	"C1"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"32"	"35_44"	"Male"	"Bachelors"	"UK"	"White"	-0.79151	-1.23177	-0.01928	0.43852	-0.00665	0.19268	-0.84637	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C1"	"C0"	"C0"
"33"	"18_24"	"Male"	"Bachelors"	"UK"	"White"	0.41667	-0.30033	0.29338	1.2861	-0.14277	-0.71126	-1.54858	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"
"34"	"35_44"	"Male"	"Bachelors"	"USA"	"Other"	1.02119	0.63779	0.88309	-2.90161	-0.78155	0.52975	1.92173	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"
"35"	"65_"	"Male"	"Under16"	"UK"	"White"	-0.24649	-0.80615	-2.63199	-0.30172	-0.78155	0.52975	-1.54858	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"36"	"35_44"	"Male"	"Bachelors"	"UK"	"White"	-0.24649	-0.57545	-0.17779	-0.01729	-1.5184	-0.21712	-0.21575	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"
"37"	"55_64"	"Male"	"Under16"	"USA"	"White"	0.31287	0.32197	1.06238	0.13136	-0.65253	0.52975	-0.52593	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C1"	"C0"	"C0"
"38"	"45_54"	"Male"	"Bachelors"	"UK"	"White"	-1.55078	1.2861	0.29338	-0.01729	0.7583	-0.21712	-0.84637	"C1"	"C1"	"C0"	"C0"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C1"	"C0"	"C0"
"39"	"65_"	"Female"	"ProfessionalCert"	"UK"	"White"	-0.24649	-0.94779	-1.11902	-0.76096	0.41594	-1.37983	-0.21575	"C1"	"C0"	"C0"	"C0"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"
"40"	"35_44"	"Male"	"Masters"	"UK"	"White"	0.04257	-0.43999	-0.01928	-2.07848	0.7583	-0.71126	0.07987	"C1"	"C1"	"C0"	"C1"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"41"	"35_44"	"Female"	"Bachelors"	"UK"	"White"	0.82562	0.00332	1.06238	1.81866	-0.40581	-0.21712	-0.21575	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"42"	"35_44"	"Male"	"Masters"	"UK"	"White"	-0.14882	-0.94779	-1.27553	-0.01729	-0.65253	-0.21712	-0.52593	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C1"	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"43"	"35_44"	"Male"	"ProfessionalCert"	"UK"	"White"	-0.92104	-0.57545	-0.31776	-0.15487	-1.0145	-0.21712	-0.21575	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"	"C1"	"C0"	"C0"
"44"	"25_34"	"Male"	"Bachelors"	"UK"	"Other"	-1.05308	1.45421	0.44585	1.2861	0.93949	-0.21712	0.07987	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"45"	"25_34"	"Female"	"Bachelors"	"UK"	"White"	-0.46725	0.47617	1.24033	0.94156	1.63088	-1.37983	-2.07848	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"
"46"	"45_54"	"Female"	"SomeCollege"	"Canada"	"White"	0.31287	0.63779	-1.11902	0.28783	1.46191	-0.71126	-0.84637	"C1"	"C0"	"C0"	"C0"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"	"C1"	"C0"	"C1"
"47"	"45_54"	"Male"	"Masters"	"UK"	"White"	-2.05048	0.80523	0.29338	0.94156	1.13407	-2.55524	-1.18084	"C1"	"C0"	"C0"	"C0"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"
"48"	"45_54"	"Male"	"At16"	"UK"	"White"	0.13606	-0.80615	-0.31776	-0.15487	-0.65253	0.19268	-0.84637	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C1"	"C0"	"C0"
"49"	"25_34"	"Female"	"Masters"	"UK"	"WhiteBlack"	0.82562	-0.57545	-1.97495	-0.91699	0.25953	0.52975	1.2247	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"50"	"35_44"	"Male"	"Masters"	"UK"	"White"	1.02119	-0.15487	-0.17779	-1.21213	-0.00665	-0.71126	-0.84637	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C0"	"C1"	"C1"	"C0"	"C1"	"C1"	"C0"	"C0"
"51"	"45_54"	"Male"	"ProfessionalCert"	"Canada"	"White"	1.13281	0.96248	-0.58331	-0.91699	-1.92173	1.86203	1.92173	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C1"	"C0"	"C0"
"52"	"55_64"	"Female"	"Bachelors"	"UK"	"White"	-0.14882	0.00332	-1.42424	0.28783	-0.78155	0.52975	-1.54858	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"53"	"45_54"	"Male"	"Masters"	"UK"	"White"	-1.43907	-0.15487	1.06238	0.28783	0.25953	-0.21712	-0.21575	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C1"	"C0"	"C0"
"54"	"55_64"	"Male"	"At16"	"UK"	"White"	0.04257	1.11406	-0.58331	-1.07533	-1.13788	1.29221	1.2247	"C1"	"C0"	"C0"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C0"	"C1"	"C1"	"C0"	"C1"	"C1"	"C0"	"C0"
"55"	"55_64"	"Female"	"ProfessionalCert"	"UK"	"White"	0.04257	-0.69509	-1.11902	-0.45321	-0.40581	-1.37983	-2.07848	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"
"56"	"35_44"	"Female"	"SomeCollege"	"UK"	"White"	0.04257	0.00332	-1.68062	-0.01729	0.25953	-1.37983	-1.54858	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"
"57"	"25_34"	"Female"	"Bachelors"	"UK"	"White"	-0.58016	0.63779	-1.97495	0.28783	0.7583	-0.71126	-0.52593	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"
"58"	"45_54"	"Male"	"At18"	"UK"	"White"	0.22393	0.63779	-0.01928	-0.45321	-0.40581	1.86203	1.2247	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C0"	"C1"
"59"	"45_54"	"Male"	"Bachelors"	"UK"	"White"	-0.46725	-1.23177	-1.27553	-1.6209	-0.14277	-1.37983	-1.54858	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"
"60"	"25_34"	"Female"	"Doctorate"	"UK"	"White"	1.37297	0.32197	0.29338	-0.30172	-0.27607	-1.37983	0.07987	"C1"	"C0"	"C0"	"C1"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"61"	"45_54"	"Male"	"Masters"	"UK"	"Asian"	-2.21844	1.58487	1.24033	0.13136	1.30612	-1.37983	-1.18084	"C1"	"C1"	"C0"	"C0"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"	"C1"
"62"	"25_34"	"Male"	"Bachelors"	"UK"	"White"	-0.58016	-1.37639	-1.82919	-1.34289	0.41594	-1.37983	-1.18084	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"63"	"45_54"	"Male"	"Bachelors"	"UK"	"White"	1.02119	-0.30033	-0.71727	-0.60633	-0.00665	-1.37983	-1.18084	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"
"64"	"45_54"	"Male"	"Doctorate"	"UK"	"White"	-1.55078	0.47617	1.06238	-0.45321	0.93949	-1.37983	-0.52593	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C1"	"C0"	"C0"
"65"	"35_44"	"Male"	"SomeCollege"	"UK"	"White"	0.73545	0.47617	-0.84732	1.11406	0.58489	0.52975	-0.21575	"C1"	"C0"	"C0"	"C1"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"
"66"	"45_54"	"Male"	"At16"	"UK"	"White"	-1.05308	-0.69509	-1.11902	1.2861	0.41594	-0.71126	-1.18084	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"
"67"	"25_34"	"Male"	"Masters"	"UK"	"White"	-0.34799	-0.30033	1.06238	-0.91699	-0.14277	0.88113	-0.21575	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C1"	"C0"	"C0"
"68"	"35_44"	"Male"	"ProfessionalCert"	"Other"	"White"	-0.92104	0.00332	0.29338	-0.15487	-0.27607	-0.21712	0.07987	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C0"	"C0"
"69"	"45_54"	"Female"	"At16"	"UK"	"White"	-0.05188	-0.69509	-1.68062	0.28783	-0.00665	-1.37983	-0.84637	"C1"	"C0"	"C0"	"C1"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"70"	"25_34"	"Male"	"SomeCollege"	"UK"	"White"	-0.34799	-0.30033	0.14143	-1.92595	-0.27607	0.52975	0.7654	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C1"	"C1"	"C1"	"C0"	"C0"	"C1"	"C0"	"C1"
"71"	"45_54"	"Female"	"At18"	"Canada"	"White"	-0.46725	1.11406	-0.31776	1.11406	0.12331	-2.55524	-0.84637	"C1"	"C0"	"C0"	"C0"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"72"	"45_54"	"Male"	"At18"	"UK"	"White"	-1.55078	0.96248	-0.01928	0.43852	0.93949	0.19268	0.40148	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"73"	"45_54"	"Male"	"ProfessionalCert"	"UK"	"White"	-0.67825	-0.57545	-0.31776	0.28783	1.13407	-0.71126	-0.21575	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"74"	"65_"	"Female"	"At16"	"UK"	"White"	-1.1943	-1.7625	-2.8595	-1.47955	0.25953	0.52975	-2.07848	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"75"	"25_34"	"Male"	"Bachelors"	"UK"	"White"	-0.14882	0.16767	-1.55521	-0.76096	-0.40581	0.52975	-0.21575	"C1"	"C0"	"C0"	"C0"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"
"76"	"45_54"	"Female"	"At17"	"Canada"	"White"	-0.34799	-0.69509	-1.55521	0.43852	0.58489	-2.55524	-2.07848	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"77"	"35_44"	"Male"	"Bachelors"	"UK"	"White"	0.13606	-1.6334	-0.58331	-1.21213	-0.40581	-0.21712	-2.07848	"C1"	"C1"	"C0"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"	"C1"	"C0"	"C0"
"78"	"35_44"	"Male"	"SomeCollege"	"UK"	"White"	-0.79151	-0.80615	-2.09015	-1.6209	-2.18109	-2.55524	-1.18084	"C1"	"C0"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"
"79"	"35_44"	"Male"	"ProfessionalCert"	"UK"	"White"	-0.34799	-0.80615	-1.97495	1.11406	-0.65253	-0.21712	-0.21575	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"80"	"65_"	"Female"	"Doctorate"	"Canada"	"White"	0.04257	0.32197	0.44585	-0.15487	1.46191	-0.21712	-0.21575	"C1"	"C0"	"C0"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"
"81"	"55_64"	"Female"	"Bachelors"	"UK"	"White"	-0.79151	-1.23177	-0.01928	-0.91699	-0.14277	0.88113	0.40148	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C1"	"C0"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"
